N_OVO,P_OVO,AL_ALB,PH_ALB,P_GE,C_GE,YH,YD,YI,HU,F_Q,P_CA,MEDIA_E_CA,OV,L,B,W,L2,L4,D4,TEMPO,CL_PESO_Extra,CL_PESO_Grande,CL_PESO_Médio,CL_PESO_Pequeno,RK_A ,RK_AA,RK_B ,RK_C 
ovo441,72.9,5.1,10.2,18.597,6.0,14.8,45.0,0.329,64.2,3.69,6.622,0.39,1.0,58.81,47.12,0.7,29.41,14.7,42.64,14,1,0,0,0,1,0,0,0
ovo442,69.8,3.6,10.2,18.716,5.0,15.0,47.3,0.317,48.0,4.29,6.425,0.38,2.0,59.84,46.65,-2.02,29.92,14.96,41.59,14,1,0,0,0,0,0,1,0
ovo443,64.1,4.5,10.3,17.271,5.0,15.9,45.0,0.353,62.1,2.99,5.502,0.34,3.0,59.37,45.59,0.0,29.69,14.84,38.59,14,0,1,0,0,1,0,0,0
ovo444,62.6,3.1,10.3,18.121,6.0,13.5,45.3,0.298,45.4,5.01,6.565,0.42,1.0,57.64,44.85,0.0,28.82,14.41,39.12,14,0,1,0,0,0,0,1,0
ovo445,62.5,4.8,10.0,17.036,6.0,13.3,44.7,0.298,65.8,4.39,6.005,0.39,1.0,60.9,43.08,-1.77,30.45,15.23,39.14,14,0,1,0,0,1,0,0,0
ovo446,63.4,5.8,10.0,18.26,4.0,16.1,46.3,0.348,74.1,1.62,4.536,0.3,1.0,57.76,45.5,0.0,28.88,14.44,39.34,14,0,1,0,0,0,1,0,0
ovo447,60.2,4.9,10.2,17.468,6.0,14.0,43.3,0.323,67.7,5.26,6.183,0.41,1.0,59.4,42.56,0.87,29.7,14.85,38.06,14,0,1,0,0,1,0,0,0
ovo449,63.8,3.6,9.9,17.082,5.0,15.0,44.3,0.339,51.7,5.03,7.032,0.45,1.0,57.44,45.11,3.77,28.72,14.36,39.73,14,0,1,0,0,0,0,1,0
ovo450,58.1,6.9,10.3,17.732,6.0,17.3,43.3,0.4,83.6,3.01,5.66,0.36,3.0,59.15,45.21,-1.33,29.58,14.79,37.87,14,0,1,0,0,0,1,0,0
ovo451,66.9,4.0,10.3,17.069,5.0,13.1,44.0,0.298,55.0,3.82,5.639,0.37,2.0,61.68,44.8,0.83,30.84,15.42,38.53,14,1,0,0,0,0,0,1,0
ovo452,61.8,4.3,10.4,17.32,5.0,13.1,44.7,0.293,61.1,4.67,5.509,0.38,2.0,57.02,45.23,1.83,28.51,14.26,37.74,14,0,1,0,0,1,0,0,0
ovo454,70.5,6.1,9.9,18.895,5.0,17.5,45.3,0.386,74.0,4.05,5.874,0.35,3.0,60.7,46.71,0.84,30.35,15.18,41.71,14,1,0,0,0,0,1,0,0
ovo455,54.7,5.9,9.9,16.716,6.0,14.5,44.7,0.324,78.0,4.87,5.149,0.37,1.0,56.3,42.34,0.97,28.15,14.08,35.5,14,0,0,1,0,0,1,0,0
ovo456,54.3,4.3,9.8,16.96,6.0,13.8,47.3,0.292,64.8,3.99,4.938,0.34,2.0,56.97,41.97,1.19,28.49,14.24,36.57,14,0,0,1,0,1,0,0,0
ovo457,64.7,5.1,9.8,16.881,5.0,15.8,43.3,0.365,67.6,2.39,5.043,0.33,3.0,59.58,45.57,2.66,29.79,14.9,39.77,14,0,1,0,0,1,0,0,0
ovo458,66.4,5.0,10.2,20.34,5.0,18.4,44.7,0.412,66.0,3.3,5.874,0.37,4.0,59.23,46.28,-0.64,29.62,14.81,39.87,14,1,0,0,0,1,0,0,0
ovo459,61.2,4.3,10.4,17.236,5.0,14.3,46.3,0.309,61.4,4.44,6.552,0.44,3.0,57.67,43.77,2.14,28.84,14.42,39.81,14,0,1,0,0,1,0,0,0
ovo460,70.6,5.5,10.5,20.376,5.0,14.8,47.0,0.315,68.9,3.97,6.223,0.38,3.0,59.9,46.63,0.8,29.95,14.98,40.02,14,1,0,0,0,1,0,0,0
ovo461,64.1,4.3,10.3,17.546,5.0,14.0,45.0,0.311,59.9,3.19,4.38,0.33,2.0,58.38,45.73,-1.41,29.19,14.6,38.75,14,0,1,0,0,0,0,1,0
ovo462,58.5,3.6,10.6,16.543,6.0,13.6,43.7,0.311,54.9,5.07,5.683,0.38,2.0,57.7,43.57,0.96,28.85,14.43,37.26,14,0,1,0,0,0,0,1,0
ovo463,65.6,3.0,10.7,17.763,5.0,13.0,44.7,0.291,41.6,4.29,6.509,0.39,2.0,58.41,45.39,1.22,29.21,14.6,39.0,14,1,0,0,0,0,0,1,0
ovo465,66.4,3.1,10.6,19.605,6.0,13.9,46.0,0.302,42.7,2.72,6.235,0.37,1.0,61.97,44.2,2.67,30.99,15.49,39.54,14,1,0,0,0,0,0,1,0
ovo466,71.1,3.0,10.7,18.641,6.0,13.8,44.7,0.309,37.4,3.75,6.248,0.36,2.0,61.08,46.24,0.62,30.54,15.27,40.7,14,1,0,0,0,0,0,1,0
ovo467,61.0,3.8,10.7,18.869,6.0,13.6,46.0,0.296,55.9,4.45,5.917,0.39,1.0,56.4,44.43,2.14,28.2,14.1,38.25,14,0,1,0,0,0,0,1,0
ovo468,65.0,4.6,10.7,15.923,5.0,13.8,45.7,0.302,62.7,5.42,6.614,0.43,2.0,57.22,45.85,1.85,28.61,14.31,38.52,14,1,0,0,0,1,0,0,0
ovo469,60.8,4.6,10.7,17.287,5.0,14.8,45.0,0.329,64.6,4.0,6.234,0.39,1.0,60.42,42.74,0.59,30.21,15.11,36.33,14,0,1,0,0,1,0,0,0
ovo470,57.0,3.4,10.5,18.43,5.0,13.8,44.0,0.314,53.3,3.3,5.066,0.35,1.0,57.19,42.82,0.98,28.6,14.3,39.16,14,0,1,0,0,0,0,1,0
ovo471,72.1,4.9,10.2,17.866,5.0,15.0,44.3,0.339,62.6,4.26,6.238,0.36,1.0,59.29,47.34,0.0,29.65,14.82,40.71,14,1,0,0,0,1,0,0,0
ovo472,59.5,4.8,9.9,16.006,5.0,15.6,46.0,0.339,67.1,1.71,4.961,0.32,3.0,60.29,43.86,0.0,30.15,15.07,37.22,14,0,1,0,0,1,0,0,0
ovo473,61.5,5.0,10.1,17.502,6.0,15.6,44.7,0.349,68.1,3.9,5.451,0.34,2.0,60.48,42.93,0.79,30.24,15.12,38.19,14,0,1,0,0,1,0,0,0
ovo474,60.4,4.4,10.1,17.15,5.0,14.6,43.3,0.337,62.8,3.42,5.709,0.39,4.0,58.55,43.52,-0.61,29.28,14.64,40.62,14,0,1,0,0,1,0,0,0
ovo475,64.7,4.4,10.4,19.948,6.0,15.5,47.0,0.33,60.7,3.91,5.851,0.37,1.0,57.2,45.82,-1.1,28.6,14.3,39.72,14,0,1,0,0,1,0,0,0
ovo476,65.5,4.9,10.1,17.015,6.0,15.4,44.3,0.348,65.4,2.92,6.006,0.35,2.0,60.18,45.44,4.89,30.09,15.05,38.69,14,1,0,0,0,1,0,0,0
ovo477,57.3,5.1,10.2,16.75,4.0,15.9,44.0,0.361,70.7,4.63,5.468,0.4,2.0,57.5,42.71,1.13,28.75,14.38,37.51,14,0,1,0,0,1,0,0,0
ovo478,60.3,6.6,9.9,17.932,6.0,17.0,44.3,0.384,81.0,2.9,6.793,0.36,2.0,57.98,45.41,0.0,28.99,14.5,41.72,14,0,1,0,0,0,1,0,0
ovo479,73.7,5.0,10.1,20.163,5.0,16.8,46.3,0.363,62.9,3.33,6.204,0.41,3.0,62.16,47.24,0.0,31.08,15.54,39.17,14,1,0,0,0,1,0,0,0
ovo481,73.4,5.0,10.5,19.457,5.0,16.3,46.3,0.352,63.0,3.76,5.501,0.37,2.0,61.77,47.86,1.36,30.89,15.44,41.43,14,1,0,0,0,1,0,0,0
ovo482,61.8,4.8,10.5,18.737,6.0,16.6,45.3,0.366,66.1,3.9,6.358,0.38,1.0,59.13,44.17,-1.07,29.57,14.78,37.0,14,0,1,0,0,1,0,0,0
ovo483,61.5,4.6,10.4,17.281,5.0,14.8,46.0,0.322,64.3,4.36,6.274,0.41,1.0,58.59,43.45,-0.78,29.3,14.65,39.69,14,0,1,0,0,1,0,0,0
ovo484,67.5,5.1,10.2,16.805,5.0,14.9,45.3,0.329,66.5,4.62,5.269,0.36,1.0,59.66,45.73,-0.87,29.83,14.92,39.88,14,1,0,0,0,1,0,0,0
ovo485,59.8,4.4,10.4,17.284,6.0,15.4,42.3,0.364,63.1,5.1,5.945,0.37,1.0,57.07,44.05,2.23,28.54,14.27,36.87,14,0,1,0,0,1,0,0,0
ovo486,63.2,3.9,10.6,19.422,6.0,16.1,45.0,0.358,55.8,5.09,6.382,0.36,2.0,58.1,44.51,-1.56,29.05,14.53,38.39,14,0,1,0,0,0,0,1,0
ovo487,64.9,5.0,10.6,18.647,6.0,15.8,45.0,0.351,66.6,5.12,6.097,0.37,2.0,59.62,44.19,0.0,29.81,14.91,38.32,14,0,1,0,0,1,0,0,0
ovo488,61.2,3.5,10.6,16.137,6.0,13.4,43.0,0.312,52.0,4.05,6.227,0.4,2.0,57.13,44.44,0.84,28.57,14.28,38.29,14,0,1,0,0,0,0,1,0
ovo489,62.1,4.3,10.5,18.877,5.0,14.1,48.3,0.292,60.9,4.18,6.23,0.38,1.0,60.35,43.51,0.0,30.18,15.09,35.37,14,0,1,0,0,1,0,0,0
ovo490,67.1,4.8,10.4,20.009,5.0,18.5,46.7,0.396,63.7,1.72,5.778,0.35,4.0,62.33,45.86,0.62,31.17,15.58,41.67,14,1,0,0,0,1,0,0,0
ovo491,60.0,3.8,10.6,17.375,5.0,13.5,46.0,0.293,56.4,3.06,5.772,0.37,2.0,58.31,43.6,1.23,29.16,14.58,38.45,14,0,1,0,0,0,0,1,0
ovo492,60.2,4.3,10.6,16.867,6.0,15.3,43.3,0.353,61.9,2.93,6.165,0.4,2.0,58.18,43.63,0.0,29.09,14.55,39.15,14,0,1,0,0,1,0,0,0
ovo493,56.5,4.3,10.4,16.695,5.0,15.3,43.3,0.353,63.7,2.98,5.581,0.42,2.0,58.47,42.12,3.77,29.24,14.62,36.1,14,0,1,0,0,1,0,0,0
ovo494,57.3,3.8,10.4,17.314,5.0,17.1,45.3,0.377,57.9,2.92,5.446,0.35,2.0,55.9,44.03,1.79,27.95,13.98,38.64,14,0,1,0,0,0,0,1,0
ovo495,54.9,4.8,10.3,15.749,6.0,14.3,42.7,0.335,69.2,4.47,5.393,0.36,3.0,54.97,42.8,2.1,27.49,13.74,36.18,14,0,0,1,0,1,0,0,0
ovo496,58.5,4.5,10.4,18.622,6.0,15.3,47.3,0.323,64.7,2.69,5.821,0.36,2.0,57.4,44.15,1.39,28.7,14.35,38.19,14,0,1,0,0,1,0,0,0
ovo497,58.8,4.3,10.6,17.325,5.0,13.5,46.0,0.293,62.6,4.34,5.853,0.37,3.0,55.48,43.48,-0.97,27.74,13.87,38.6,14,0,1,0,0,1,0,0,0
ovo498,62.1,5.1,10.6,17.383,5.0,15.8,46.7,0.338,68.7,4.24,5.449,0.39,1.0,58.28,44.42,1.7,29.14,14.57,36.29,14,0,1,0,0,1,0,0,0
ovo499,63.1,5.0,10.6,17.302,5.0,15.4,44.0,0.35,67.4,1.61,5.908,0.36,3.0,58.59,44.74,1.91,29.3,14.65,36.33,14,0,1,0,0,1,0,0,0
ovo501,69.7,2.8,10.6,16.295,5.0,12.9,45.7,0.282,34.7,2.8,6.33,0.36,2.0,63.34,45.19,1.69,31.67,15.84,37.91,14,1,0,0,0,0,0,1,0
ovo502,58.6,4.1,10.5,18.361,6.0,15.1,46.7,0.323,60.6,4.43,5.36,0.36,2.0,56.78,43.45,2.39,28.39,14.2,37.0,14,0,1,0,0,1,0,0,0
ovo503,63.4,3.6,10.4,17.812,5.0,14.1,45.0,0.313,51.9,5.16,6.271,0.4,2.0,58.2,44.82,-0.62,29.1,14.55,38.32,14,0,1,0,0,0,0,1,0
ovo504,65.3,4.1,10.1,21.6,6.0,13.6,49.3,0.276,57.1,3.89,6.086,0.38,1.0,61.1,44.53,1.76,22.27,15.28,38.52,14,1,0,0,0,0,0,1,0
ovo505,65.0,3.0,10.4,15.926,6.0,12.8,47.3,0.271,42.1,4.07,6.532,0.42,3.0,58.2,45.25,0.55,29.1,14.55,38.95,14,1,0,0,0,0,0,1,0
ovo506,65.5,3.4,10.6,17.861,5.0,13.6,45.0,0.302,47.9,4.21,5.817,0.36,2.0,57.53,45.33,-0.78,28.77,14.38,40.39,14,1,0,0,0,0,0,1,0
ovo507,64.3,3.5,10.7,17.463,6.0,13.4,45.7,0.293,50.1,3.64,6.067,0.39,2.0,56.62,45.95,-2.0,28.31,14.16,39.12,14,0,1,0,0,0,0,1,0
ovo508,60.6,3.1,10.7,19.739,6.0,12.6,48.7,0.259,46.8,3.68,5.557,0.38,2.0,57.85,43.7,1.55,28.93,14.46,37.64,14,0,1,0,0,0,0,1,0
ovo509,62.4,4.3,10.6,17.493,6.0,14.3,44.3,0.323,60.8,4.76,6.155,0.39,2.0,60.31,44.34,-1.05,30.16,15.08,37.38,14,0,1,0,0,1,0,0,0
ovo510,62.8,4.0,10.7,18.714,6.0,15.0,46.7,0.321,57.2,3.63,5.537,0.37,2.0,59.46,44.21,-0.52,29.73,14.87,40.68,14,0,1,0,0,0,0,1,0
ovo511,60.8,3.4,10.3,17.166,5.0,13.1,46.3,0.283,50.9,2.09,5.219,0.34,3.0,60.05,43.42,1.23,30.03,15.01,38.89,14,0,1,0,0,0,0,1,0
ovo512,70.0,4.3,10.4,20.558,6.0,15.5,47.0,0.33,57.0,4.82,6.762,0.4,2.0,59.34,46.9,1.91,29.67,14.84,41.2,14,1,0,0,0,0,0,1,0
ovo513,56.4,5.0,10.4,15.725,5.0,16.4,42.7,0.384,70.3,2.98,5.125,0.35,2.0,56.49,46.42,-0.42,28.25,14.12,37.49,14,0,1,0,0,1,0,0,0
ovo514,73.6,5.1,10.4,18.012,6.0,15.8,43.3,0.365,63.9,2.22,6.573,0.37,3.0,60.78,47.33,0.0,30.39,15.2,40.86,14,1,0,0,0,1,0,0,0
ovo515,66.9,3.8,10.6,18.573,5.0,14.4,46.3,0.311,52.5,2.66,5.721,0.35,4.0,60.38,45.26,-0.6,30.19,15.1,38.25,14,1,0,0,0,0,0,1,0
ovo516,60.6,3.8,10.4,19.136,5.0,14.9,46.3,0.322,56.1,5.1,6.121,0.4,2.0,57.52,43.6,0.98,28.76,14.38,37.08,14,0,1,0,0,0,0,1,0
ovo517,55.6,3.3,9.9,16.105,6.0,16.3,43.7,0.373,52.9,1.3,4.778,0.31,2.0,60.95,40.84,-1.02,30.48,15.24,36.97,14,0,1,0,0,0,0,1,0
ovo518,64.2,6.4,10.3,17.3,5.0,16.6,45.0,0.369,78.3,3.52,5.599,0.34,1.0,60.4,44.51,1.27,30.2,15.1,38.03,14,0,1,0,0,0,1,0,0
ovo519,66.1,4.0,10.4,25.075,5.0,13.6,49.0,0.278,55.4,4.35,6.256,0.38,2.0,61.84,44.31,1.39,30.92,15.46,39.08,14,1,0,0,0,0,0,1,0
ovo520,59.7,3.6,10.3,18.43,5.0,14.8,46.3,0.32,54.2,4.16,6.028,0.385,1.0,59.06,43.17,-0.64,29.53,14.77,37.5,14,0,1,0,0,0,0,1,0
ovo521,61.0,6.1,10.3,19.81,5.0,17.1,44.7,0.383,77.2,4.61,5.826,0.39,3.0,58.33,43.69,0.72,29.17,14.58,37.57,14,0,1,0,0,0,1,0,0
ovo522,68.7,2.9,10.5,18.617,5.0,14.0,45.3,0.309,37.5,4.24,5.856,0.36,3.0,59.18,46.4,5.15,29.59,14.8,39.78,14,1,0,0,0,0,0,1,0
ovo523,58.7,5.4,10.5,17.628,5.0,16.3,44.7,0.365,72.7,4.45,5.881,0.41,2.0,57.54,42.89,0.0,28.77,14.39,37.67,14,0,1,0,0,0,1,0,0
ovo524,61.0,4.8,10.6,18.078,5.0,15.0,44.7,0.336,66.5,4.79,6.52,0.43,3.0,58.67,44.21,0.99,29.34,14.67,38.52,14,0,1,0,0,1,0,0,0
ovo525,60.8,5.6,10.4,18.327,5.0,14.3,48.3,0.296,73.5,5.58,6.095,0.4,2.0,57.46,44.17,1.24,28.73,14.37,37.04,14,0,1,0,0,0,1,0,0
ovo526,58.4,6.0,10.3,17.801,5.0,16.4,45.0,0.364,77.4,3.92,5.962,0.37,1.0,59.42,43.0,0.74,29.71,14.86,37.67,14,0,1,0,0,0,1,0,0
ovo527,63.2,4.6,10.5,16.04,5.0,15.1,43.3,0.349,63.5,3.56,6.053,0.39,3.0,59.06,44.35,1.96,29.53,14.77,38.81,14,0,1,0,0,1,0,0,0
ovo528,69.7,4.0,10.7,18.728,6.0,14.1,46.3,0.305,53.5,3.38,6.519,0.41,2.0,58.49,46.86,-1.02,29.25,14.62,39.96,14,1,0,0,0,0,0,1,0
ovo529,54.7,3.8,10.4,17.581,6.0,13.9,44.3,0.314,59.4,4.39,5.356,0.37,2.0,55.8,42.2,0.92,27.9,13.95,37.5,14,0,0,1,0,0,0,1,0
ovo530,61.3,5.5,10.6,17.36,6.0,16.8,45.7,0.368,72.5,0.73,4.426,0.32,2.0,60.76,44.44,1.17,30.38,15.19,39.33,14,0,1,0,0,0,1,0,0
ovo531,58.9,6.0,10.4,15.347,5.0,15.6,43.3,0.36,77.2,3.02,5.52,0.35,3.0,54.85,44.95,0.74,27.43,13.71,40.07,14,0,1,0,0,0,1,0,0
ovo532,60.4,5.1,10.5,15.482,6.0,14.3,43.3,0.33,69.4,4.47,6.661,0.41,1.0,58.35,43.71,-0.85,29.18,14.59,38.09,14,0,1,0,0,1,0,0,0
ovo533,57.9,3.5,10.5,17.746,5.0,14.4,46.3,0.311,54.0,4.03,5.096,0.34,2.0,53.8,44.33,2.42,26.9,13.45,38.54,14,0,1,0,0,0,0,1,0
ovo534,66.7,3.8,10.5,18.004,5.0,15.3,47.0,0.326,52.6,2.76,5.783,0.33,2.0,59.73,45.42,0.78,29.87,14.93,40.72,14,1,0,0,0,0,0,1,0
ovo535,62.2,4.1,10.4,16.583,6.0,14.5,43.7,0.332,58.7,3.39,5.8,0.37,2.0,58.35,43.9,-0.53,29.18,14.59,39.02,14,0,1,0,0,0,0,1,0
ovo536,62.9,5.1,10.3,19.143,6.0,17.8,49.3,0.361,68.4,3.04,5.204,0.33,3.0,58.67,45.17,1.04,29.34,14.67,39.49,14,0,1,0,0,1,0,0,0
ovo537,62.7,4.9,10.5,14.858,5.0,14.1,45.0,0.313,66.6,3.15,6.215,0.42,3.0,56.04,45.82,-0.6,28.02,14.01,39.61,14,0,1,0,0,1,0,0,0
ovo538,66.1,4.6,10.6,18.57,5.0,14.9,47.3,0.315,62.2,3.91,6.414,0.39,3.0,58.34,45.74,0.93,29.17,14.59,39.7,14,1,0,0,0,1,0,0,0
ovo539,64.1,5.1,10.7,19.376,5.0,15.9,47.0,0.338,67.9,2.92,5.98,0.36,2.0,60.44,44.21,2.54,30.22,15.11,39.53,14,0,1,0,0,1,0,0,0
ovo540,61.3,5.3,10.2,18.501,5.0,15.3,46.0,0.333,70.8,2.17,6.212,0.43,2.0,56.11,44.91,1.19,28.06,14.03,40.42,14,0,1,0,0,1,0,0,0
ovo541,54.8,4.5,10.3,15.646,5.0,13.1,44.3,0.296,66.5,3.3,5.749,0.43,3.0,55.46,42.48,1.04,27.73,13.87,37.13,14,0,0,1,0,1,0,0,0
ovo542,50.4,4.1,10.2,13.41,5.0,13.5,40.3,0.335,64.8,4.53,5.339,0.38,1.0,53.91,41.47,0.0,26.96,13.48,33.99,14,0,0,1,0,1,0,0,0
ovo544,56.0,4.5,10.5,14.784,5.0,14.4,43.0,0.335,65.9,4.36,5.648,0.36,2.0,56.74,42.44,0.0,28.37,14.19,36.7,14,0,1,0,0,1,0,0,0
ovo545,54.8,4.9,10.5,16.562,5.0,12.9,44.0,0.293,70.1,1.52,5.283,0.34,1.0,57.28,42.78,0.48,28.64,14.32,36.87,14,0,0,1,0,1,0,0,0
ovo546,65.0,5.9,10.5,17.14,5.0,15.6,44.3,0.352,74.3,2.95,5.924,0.38,2.0,59.54,44.83,0.6,29.77,14.89,38.12,14,1,0,0,0,0,1,0,0
ovo547,62.3,3.6,10.3,19.132,6.0,13.1,47.0,0.279,52.6,3.96,6.295,0.41,1.0,56.65,45.4,-1.87,28.33,14.16,37.81,14,0,1,0,0,0,0,1,0
ovo548,59.5,6.1,10.2,17.994,5.0,14.0,48.0,0.292,77.7,4.12,5.841,0.39,3.0,56.55,43.93,1.52,28.28,14.14,38.43,14,0,1,0,0,0,1,0,0
ovo549,68.9,3.8,10.2,22.057,5.0,9.4,44.0,0.214,51.3,4.07,5.443,0.37,2.0,61.43,45.22,-1.47,30.72,15.36,39.29,14,1,0,0,0,0,0,1,0
ovo550,62.8,5.4,10.2,20.798,5.0,12.1,47.7,0.254,71.1,4.08,5.413,0.34,2.0,58.55,44.43,1.67,29.28,14.64,39.9,14,0,1,0,0,1,0,0,0
ovo551,58.7,3.4,10.4,15.002,6.0,12.3,43.3,0.284,52.2,4.86,6.091,0.38,3.0,57.6,43.37,0.0,28.8,14.4,38.38,14,0,1,0,0,0,0,1,0
ovo552,63.0,4.5,10.5,18.813,6.0,16.5,46.3,0.356,62.6,2.15,4.462,0.32,1.0,60.29,44.28,-1.42,30.15,15.07,38.67,14,0,1,0,0,1,0,0,0
ovo553,70.8,4.5,10.3,21.437,6.0,15.6,47.7,0.327,58.9,5.7,7.069,0.43,2.0,60.48,46.63,0.0,30.24,15.12,42.06,14,1,0,0,0,0,0,1,0
ovo554,63.9,3.9,10.5,17.179,5.0,14.8,44.7,0.331,55.4,3.74,5.571,0.34,2.0,59.47,44.47,-0.63,29.74,14.87,37.33,14,0,1,0,0,0,0,1,0
ovo556,65.9,2.9,10.6,19.637,6.0,12.6,48.0,0.263,39.7,1.34,5.546,0.33,2.0,58.91,46.81,0.72,29.46,14.73,38.4,14,1,0,0,0,0,0,1,0
ovo557,59.4,4.8,10.7,17.051,5.0,15.6,44.0,0.355,67.2,4.64,6.901,0.38,3.0,58.27,43.51,0.0,29.14,14.57,36.49,14,0,1,0,0,1,0,0,0
ovo558,63.0,4.5,10.6,18.538,6.0,16.3,44.3,0.368,62.6,3.75,5.567,0.36,2.0,59.1,44.43,2.41,29.55,14.78,37.47,14,0,1,0,0,1,0,0,0
ovo559,68.9,4.3,10.5,19.384,6.0,14.1,47.0,0.3,57.5,3.41,6.223,0.37,2.0,62.23,45.2,-1.12,31.12,15.56,40.01,14,1,0,0,0,0,0,1,0
ovo560,53.3,3.5,10.6,15.96,6.0,13.6,43.3,0.314,56.8,4.05,5.254,0.38,2.0,56.8,41.84,0.3,28.4,14.2,35.98,14,0,1,0,0,0,0,1,0
ovo562,57.3,3.6,10.5,16.149,6.0,12.9,44.7,0.289,55.6,4.19,5.64,0.38,1.0,57.56,42.67,0.7,28.78,14.39,36.56,14,0,1,0,0,0,0,1,0
ovo563,59.2,4.4,10.5,15.863,4.0,14.5,43.3,0.335,63.4,3.79,6.269,0.41,2.0,56.67,44.13,0.81,28.34,14.17,37.26,14,0,1,0,0,1,0,0,0
ovo564,57.1,4.3,10.4,20.649,5.0,9.8,37.0,0.265,63.4,2.96,4.685,0.35,2.0,56.52,43.44,-0.87,28.26,14.13,37.54,14,0,1,0,0,1,0,0,0
ovo565,59.4,5.0,10.4,18.939,6.0,17.1,46.0,0.372,69.0,2.93,5.879,0.32,2.0,56.46,43.98,0.49,28.23,14.12,37.24,14,0,1,0,0,1,0,0,0
ovo567,74.6,3.8,10.2,19.096,5.0,14.3,47.3,0.302,48.0,4.06,6.989,0.35,3.0,61.97,47.83,-1.43,30.99,15.49,38.88,14,1,0,0,0,0,0,1,0
ovo568,67.4,3.5,10.5,20.439,6.0,14.3,46.3,0.309,48.1,3.9,6.286,0.4,3.0,60.21,45.87,0.94,30.11,15.05,39.13,14,1,0,0,0,0,0,1,0
ovo569,56.2,5.3,10.5,18.259,4.0,14.8,46.3,0.32,72.8,3.13,5.099,0.34,1.0,57.62,42.53,-0.58,28.81,14.41,38.06,14,0,1,0,0,0,1,0,0
ovo570,59.6,3.9,10.5,27.245,6.0,14.4,45.3,0.318,57.8,4.97,5.563,0.39,2.0,56.36,43.85,0.58,28.18,14.09,37.36,14,0,1,0,0,0,0,1,0
ovo571,64.1,4.5,10.4,18.668,6.0,14.5,46.0,0.315,62.1,5.16,6.123,0.37,3.0,59.24,44.7,1.46,29.62,14.81,40.17,14,0,1,0,0,1,0,0,0
ovo572,57.9,4.5,10.4,14.815,5.0,12.1,36.3,0.333,65.0,4.96,6.029,0.41,2.0,56.9,42.8,1.48,28.45,14.23,36.57,14,0,1,0,0,1,0,0,0
ovo573,65.0,3.4,10.3,16.643,6.0,14.3,42.3,0.338,48.2,3.49,5.869,0.39,2.0,60.23,45.02,0.3,30.12,15.06,39.17,14,1,0,0,0,0,0,1,0
ovo574,62.8,3.3,10.5,17.889,5.0,12.8,46.3,0.276,48.2,4.83,6.59,0.36,1.0,57.3,45.01,0.0,28.65,14.33,37.61,14,0,1,0,0,0,0,1,0
ovo575,67.4,3.9,10.5,18.536,5.0,14.1,45.3,0.311,53.5,3.65,5.944,0.36,2.0,60.55,45.56,-1.51,30.28,15.14,39.89,14,1,0,0,0,0,0,1,0
ovo576,53.5,3.4,10.4,14.991,4.0,12.5,43.7,0.286,55.5,3.97,5.942,0.38,2.0,54.73,41.96,-0.52,27.37,13.68,37.29,14,0,0,1,0,0,0,1,0
ovo577,61.9,4.1,10.3,16.225,4.0,13.9,43.3,0.321,58.8,2.23,5.284,0.35,1.0,56.48,44.78,-1.39,28.24,14.12,38.93,14,0,1,0,0,0,0,1,0
ovo578,62.1,4.9,10.3,16.322,6.0,16.1,43.7,0.368,66.9,4.55,7.009,0.45,3.0,58.44,44.41,0.58,29.22,14.61,36.68,14,0,1,0,0,1,0,0,0
ovo579,56.5,5.3,10.3,16.701,5.0,14.6,48.0,0.304,72.7,3.12,4.98,0.34,2.0,54.62,43.81,-1.07,27.31,13.66,35.93,14,0,1,0,0,0,1,0,0
ovo580,62.2,4.4,10.2,17.75,4.0,15.0,46.7,0.321,61.9,4.25,5.549,0.36,2.0,58.12,44.62,-0.36,29.06,14.53,34.9,14,0,1,0,0,1,0,0,0
ovo581,61.7,5.8,10.3,18.0,5.0,15.6,47.7,0.327,74.7,4.28,6.12,0.39,2.0,58.86,43.96,1.55,29.43,14.72,35.87,14,0,1,0,0,0,1,0,0
ovo582,68.1,3.6,10.2,18.071,6.0,16.4,45.7,0.359,49.1,3.28,5.913,0.32,2.0,61.24,45.94,-1.14,30.62,15.31,39.67,14,1,0,0,0,0,0,1,0
ovo583,63.2,7.1,10.0,17.618,5.0,16.6,45.0,0.369,83.4,2.52,4.834,0.32,2.0,58.16,45.11,-0.62,29.08,14.54,39.64,14,0,1,0,0,0,1,0,0
ovo584,61.0,4.8,10.0,18.695,5.0,15.6,46.3,0.337,66.5,5.49,6.376,0.42,2.0,57.48,43.98,-0.47,28.74,14.37,37.61,14,0,1,0,0,1,0,0,0
ovo585,67.2,3.5,10.1,19.271,6.0,14.5,46.3,0.313,48.2,3.51,6.024,0.38,2.0,60.89,45.1,-0.86,30.45,15.22,39.69,14,1,0,0,0,0,0,1,0
ovo586,63.9,4.0,10.2,18.949,6.0,14.5,46.0,0.315,56.6,2.32,6.582,0.41,3.0,61.35,44.25,-1.21,30.68,15.34,38.57,14,0,1,0,0,0,0,1,0
ovo587,62.8,4.5,10.1,18.901,5.0,15.9,47.0,0.338,62.7,4.36,5.242,0.38,2.0,60.87,42.9,0.0,30.44,15.22,38.05,14,0,1,0,0,1,0,0,0
ovo588,72.4,4.4,10.3,20.241,5.0,13.9,48.0,0.29,56.9,4.11,7.258,0.43,2.0,60.41,47.14,0.85,30.21,15.1,40.39,14,1,0,0,0,0,0,1,0
